Data;Ano;MesNum;Mês;MesLongo;AnoMes;Periodo;proprietario;proprietario_filtro;Proprietario_Nome_Valido;subdominio;tema;tipo;produtos_digisac;Produto_Curto;card_financeiro;tipo_servico;motivo_downgrade;Situacao_Down;descricao;qtd_servicos;total_up_RS;total_down_RS;Movimento;criacao_url;Tempo_vida_cli;Faixa_Vida
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Leticia Silva;Leticia Silva;True;arcospm;Upgrade;Não informado;Pacotes SMS Disparo em Massa;Pacotes SMS Disparo em Massa;https://app.pipefy.com/open-cards/1291108413;Migração/Outro;Não informado;Outros motivos descritos;Up SMS 500 - R$ 75,00 (possui 20).;1;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Leticia Silva;Leticia Silva;True;atoscertificadora;Upgrade;Não informado;"IA Agent; Combo Start";"IA Agent; Combo Start";https://app.pipefy.com/open-cards/1291103333;Migração/Outro;Não informado;Outros motivos descritos;Up IA Agente - 1.000 créditos (R$112,90) + Combo Start IA (R$173,90).;2;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Leticia Silva;Leticia Silva;True;aventurando;Upgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1291088886;Migração/Outro;Não informado;Outros motivos descritos;Up IA Agente (R$112,90).;1;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Leticia Silva;Leticia Silva;True;eletromaismoveis;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1291145154;Migração/Outro;Não informado;Outros motivos descritos;Up Funil (R$89,90).;1;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Melissa Duarte;Melissa Duarte;True;humalimentar2;Upgrade;Não informado;"Funil de vendas; Integração";"Funil de vendas; Integração";https://app.pipefy.com/open-cards/1291080462;Migração/Outro;Não informado;Redução de custo;Up Funil de Vendas R$89,00 Up Integração RD CRM R$59,99 VALOR TOTAL: 148,99;2;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Tadiane Biason;Tadiane Biason;True;expressaocontabilfiscal;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1290909305;Migração/Outro;Não informado;Outros motivos descritos;Plano Base – 2 usuários / 1 conexão | 8x R$127,00 | R$1.016,00 Upgrade de servidor | R$138,00 Usuários adicionais | 90x R$26,10 | R$2.349,00 Usuários bonificados | 18x R$0,00 | R$0,00 Servidor 2/4 | R$89,00 Conexão WABA / 360Dialog / Direct Payment | R$89,00  Total mensal: R$3.681,00;1;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Tadiane Biason;Tadiane Biason;True;integrale;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1290986508;Migração/Outro;Não informado;Outros motivos descritos;Primeira ativação Waba   Plano Base - 2 Usuarios - 1 Conexao | R$165,74 Conexão Adicional de WhatsApp | 3x R$89,00 | R$267,00 Usuários Adicionais | 76x R$29,00 | R$2.204,00 Servidor 4/8  | 1x R$169,00  Módulo - Chat Interno | 1x R$49,00 Conexão WABA / Gupshup / Direct Payment  | 1x R$89,00  Total mensal: R$2.943,74;1;0.0;0.0;Upgrade;;;Não calculado
30/01/2026;2026;1;Jan.;janeiro;2026-01;Jan./26;Vinicius Simões;Vinicius Simões;True;praxis;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1291081903;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão de WhatsApp API Oficial - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;blume;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1291760632;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Funil de vendas | R$89,90;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;classicpenbrindes;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1292093077;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Funil de vendas | R$89,90 |;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;saudecred;Upgrade;Não informado;Chat interno;Chat interno;https://app.pipefy.com/open-cards/1291866382;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Chat interno | R$89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;sercontabilidade;Upgrade;Não informado;"Transcrição de Áudio; Texto Mágico; IA CSAT";"Transcrição de Áudio; Texto Mágico; IA CSAT";https://app.pipefy.com/open-cards/1291893341;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: IA - Transcrição de áudio - plano 1.000 | R$49,90 |  IA - Texto mágico - plano 2.000 | R$29,90 |  IA CSAT - plano 1.500 | R$35,90 |;3;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;villimpress;Upgrade;Não informado;Distribuição automática;Distribuição automática;https://app.pipefy.com/open-cards/1291861906;Migração/Outro;Não informado;Processo/uso operacional;- Upgrade: Distribuição automática (com desconto) | R$89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;alfarastreamento;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1292145424;Migração/Outro;Não informado;Outros motivos descritos;Primeira Ativação de Número Oficial;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;bolsadeestudos;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1292110708;Migração/Outro;Não informado;Outros motivos descritos;Up Funil de Vendas na URL bolsadeestudos (R$89,90).;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;fernandessantosadv;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1292027607;Migração/Outro;Não informado;Outros motivos descritos;Primeira Ativação de Número Oficial;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;proprinter;Upgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1291828113;Migração/Outro;Não informado;Outros motivos descritos;Up Agente IA (1000 créditos, R$112,90).;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;rezzusolucoes;Upgrade;Não informado;Transcrição de Áudio;Transcrição de Áudio;https://app.pipefy.com/open-cards/1291759524;Migração/Outro;Não informado;Outros motivos descritos;Up Transcrição de Áudio (plano 500 min). R$24,90.;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;simpleap;Upgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1291719310;Migração/Outro;Não informado;Outros motivos descritos;Up Agente IA mil créditos (R$112,90).;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Priscila Pavani;Priscila Pavani;True;hospitalsaocamilosp;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1291914833;Migração/Outro;Não informado;Redução de custo;Tipo: Upgrade Produto: 5 usuários - (22,00 cada) Valor: R$ 110,00 URL: hopspitalsaocamilosp Protocolo: 202602021651242;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;193viagens;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1292138798;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão adicional de WhatsApp API Oficial - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;abilgrupounidas;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1292132110;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão adicional de API Oficial - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;clinicaelan1;Upgrade;Não informado;Transcrição de Áudio;Transcrição de Áudio;https://app.pipefy.com/open-cards/1291744509;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - IA Transcrição de Áudio com 500 minutos - R$ 24,90;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;gctalentos;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1291729191;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão de WhatsApp API Oficial - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;passosadvocacia;Upgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1292152311;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - Integração: Digisac x RD Station CRM - R$ 59,99;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;rafaelaraujoadv;Upgrade;Não informado;Chat interno;Chat interno;https://app.pipefy.com/open-cards/1291793096;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - Chat Interno - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;somultasbh;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1292158178;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão adicional de WhatsApp API Oficial - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
02/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;veloseguro;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1292082217;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão adicional de API Oficial do WhatsApp - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;certificadodigital;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1292366299;Migração/Outro;Não informado;Outros motivos descritos;Upgrade conexão adicional WABA Direct Pay - GUPSHUP | R$ 89,00/mensal;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;cks;Upgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1292623298;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade Conexão de WhatsApp adicional R$ 89,00/mensal (PROBLEMA NO MEU PLANO) | PROTOCOLO: 202602031652562;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;corporeincorporadora;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292600246;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade 01x Usuário adicional R$ 29,00/mensal (ERRO NO MEU PLANO);1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;dasasatrastreamento;Upgrade;Não informado;"Funil de vendas; Conexão adicional de WhatsApp";"Funil de vendas; Conexão adicional de WhatsApp";https://app.pipefy.com/open-cards/1292738432;Migração/Outro;Não informado;Problema técnico / limitação;Contratação Funil de vendas = R$ 89,00/mensal | Contratação conexão adicional WhatsApp Standard R$ 89,00/mensal (ERRO MEU PLANO);2;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;davipinheiroadv;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292631937;Migração/Outro;Não informado;Problema técnico / limitação;Contratação de 01 usuário adicional R$ 29,00/mensal (PROBLEMA MEU PLANO);1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;fredericoadvocacia;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292592772;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade 01 usuário adicional R$ 29,00/mensal (ERRO MEU PLANO) | PROTOCOLO: 202602031652843;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;grupolynm;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292675469;Migração/Outro;Não informado;Problema técnico / limitação;Contratação usuário adcional 01x R$ 29,00 (ERRO MEU PLANO);1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;lacam;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;https://app.pipefy.com/open-cards/1292658956;Migração/Outro;Não informado;Outros motivos descritos;Contratação conexão adicional WABA = R$ 89,00/mensal;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;manosmc;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292682876;Migração/Outro;Não informado;Problema técnico / limitação;Contratação 01 usuário adicional R$ 29,00/mensal (ERRO MEU PLANO);1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;mbranorte2;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1292358104;Migração/Outro;Não informado;Outros motivos descritos;Upgrade Funil de vendas = R$ 89,90/mensal;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401157;Usuário inexistente;False;scncontabilidade;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292671422;Migração/Outro;Não informado;Outros motivos descritos;Contratação usuário adicional 01x R$ 29,00/mensal;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;80401167;Usuário inexistente;False;factaregiao1;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292644167;Migração/Outro;Não informado;Problema técnico / limitação;Tipo: Upgrade Produto: 2 usuários URL: factaregiao1 Protocolo: 202601261643663 * Erro no meu plano *;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;82573565;Usuário inexistente;False;passosadvocacia;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1292668182;Migração/Outro;Não informado;Redução de custo;Upgrade funil de vendas R$ 49,00  (valor ofertado pelo vendedor responsável e mantido no upgrade)** )| Protocolo: 202601301650300;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;fabwebbrr;Upgrade;Não informado;IA Copiloto;IA Copiloto;https://app.pipefy.com/open-cards/1292668085;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: IA Copiloto - 250 créditos avulsos | R$31,90 |  Não foi possível selecionar em produtos os créditos avulsos, por isso selecionei a opção de 500 créditos, mas seriam realmente um pacote avulso de 250 créditos.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;fococontadores;Upgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1292507551;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Conexão adicional WhatsApp | R$89,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;fsprime;Upgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1292390369;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Conexão adicional WhatsApp | R$89,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Guilherme Virgilio Soares;Guilherme Virgilio Soares;True;pagolcobranca;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292545316;Migração/Outro;Não informado;Outros motivos descritos;- Upgrade: Usuários adicionais | 5x R$29,00 | R$145,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;alcalima;Upgrade;Não informado;Distribuição automática;Distribuição automática;https://app.pipefy.com/open-cards/1292366269;Migração/Outro;Não informado;Processo/uso operacional;Up Distribuição Automática (R$149,00).;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;apoloatacado;Upgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1292683604;Migração/Outro;Não informado;Problema técnico / limitação;Up de 2 conexões adicionais de WhatsApp (R$178,00) Cliente sem acesso a aba Meu Plano devido ao erro geral.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;atendimentopigatti;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292627158;Migração/Outro;Não informado;Problema técnico / limitação;Up 2 usuários (R$58,00). Cliente com erro na aba meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;consultive;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292593075;Migração/Outro;Não informado;Problema técnico / limitação;Up 1 usuário (R$29,00). Cliente com erro na aba meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;crmgranacred;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292680352;Migração/Outro;Não informado;Problema técnico / limitação;Up 2 usuários (R$58,00). Cliente com erro na aba meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;fernandofelix;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292579532;Migração/Outro;Não informado;Problema técnico / limitação;Up 1 usuário adicional (R$29,00). Cliente com erro no meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;ixradiologiaodonto;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1292739260;Migração/Outro;Não informado;Outros motivos descritos;Primeira Ativação de Número Oficial.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;ixradiologiaodonto;Upgrade;Não informado;Não informado;Não informado;https://app.pipefy.com/open-cards/1292612672;Migração/Outro;Não informado;Outros motivos descritos;Primeira Ativação de Número Oficial;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;kingpromotora1;Upgrade;Não informado;"Conexão adicional de WhatsApp; Usuário adicional";Conexão adicional de WhatsApp + outros;https://app.pipefy.com/open-cards/1292473878;Migração/Outro;Não informado;Problema técnico / limitação;Up de 1 conexão adicional de WhatsApp + 1 usuário adicional (R$118,00). Cliente sem acesso a aba Meu Plano devido ao erro geral.;2;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;lhcassessoria1;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292641824;Migração/Outro;Não informado;Problema técnico / limitação;Up usuário adicional na lhcassessoria1 (R$29,00). Cliente com erro ao acessar a aba meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;maiaemachadoadvogados;Upgrade;Não informado;"Funil de vendas; Usuário adicional";"Funil de vendas; Usuário adicional";https://app.pipefy.com/open-cards/1292568449;Migração/Outro;Não informado;Problema técnico / limitação;Up Funil de vendas + 1 usuário adicional (R$118,90). Cliente com erro no meu plano.;2;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Leticia Silva;Leticia Silva;True;navarroconsultoria;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292587569;Migração/Outro;Não informado;Problema técnico / limitação;Up 1 usuário (R$29,00). Cliente com erro na aba meu plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Melissa Duarte;Melissa Duarte;True;popserv;Upgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1292524177;Migração/Outro;Não informado;Outros motivos descritos;UP Funil de vendas R$89,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Tadiane Biason;Tadiane Biason;True;comlojas54;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292632588;Migração/Outro;Não informado;Redução de custo;Tipo: Upgrade Produto: 4 usuários Valor: R$ 116,00 Protocolo: 202602031653765 Motivo do UP: A plataforma apresentou instabilidade no recurso meu plano sendo necessário realizar manual. Demanda formalizada no JIRA: https://ikatec.atlassian.net/browse/SUS-3013;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;borginhocontabilidade;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292674437;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade: - 1x Usuário adicional - R$ 29,00  Erro Meu Plano;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;clinicarealize;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292724393;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade: - 1x Usuário adicional - R$ 26,10  Erro Meu Plano;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;consulti;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292687804;Migração/Outro;Não informado;Outros motivos descritos;contratação de um usuario;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;contabilidaded2s;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292669866;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade: - 1x Usuário adicional - R$ 29,00  Problema com o Meu Plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;doc7contabilidade;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292701431;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade: - 1x Usuário adicional - R$ 29,00  Erro Meu Plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;enviacurriculoltda;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292605559;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 3x Usuários adicionais - R$ 87,00;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;glasspartscomponentes;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292661495;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade:  - 2x Usuários adicionais - R$ 52,20  Problemas com Meu Plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;maxgroup;Upgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1292688076;Migração/Outro;Não informado;Problema técnico / limitação;Upgrade: - 2x Usuários adicionais - R$ 52,20  Erro Meu Plano.;1;0.0;0.0;Upgrade;;;Não calculado
03/02/2026;2026;2;Fev.;fevereiro;2026-02;Fev./26;Vinicius Simões;Vinicius Simões;True;proclinicabauru;Upgrade;Não informado;Primeira ativação de número oficial;Primeira ativação de número oficial;https://app.pipefy.com/open-cards/1292524331;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - 1x Conexão adicional de API Oficial do WHatsApp - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado
